time,coin,price,tf15m_sig,tf1h_sig,tf4h_sig,score_15m,score_1h,score_4h,funding,oi,vote,notes
2025-10-19 14:14:54,ETH,3886.9200,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.50523561811e-05,4984302.720000011,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 15:20:13,ETH,3927.9400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,1.50,1.80,0.50,-1.50018921675e-05,4931324.730000005,⚖️ Chưa rõ ràng, | 436ms
2025-10-19 15:20:14,LTC,92.2000,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,0.50,1.1535806925e-06,439997.6000000001,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 15:20:19,LINEA,0.0181,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,5e-05,2577266.0,⚖️ Chưa rõ ràng, | 415ms
2025-10-19 15:20:20,SOL,187.2400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,1.50,-0.20,0.30,1.58752532435e-05,2339339.280000002,⚖️ Chưa rõ ràng, | 440ms
2025-10-19 15:20:20,BNB,1092.7300,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,3.1320197581e-05,9965362.0,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 15:20:26,ADA,0.6360,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,0.30,-1.37805050682e-05,559846.9999999999,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 15:20:26,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-4.90433531191e-05,473682.19999999995,⚖️ Chưa rõ ràng, | 445ms
2025-10-19 15:20:27,BTC,107164.1900,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,0.80,-0.50,-1.33405140943e-05,2300195.4500000044,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 15:20:33,ETH,3918.9600,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,1.50,1.80,0.50,-1.50018921675e-05,4928870.470000005,⚖️ Chưa rõ ràng, | 426ms
2025-10-19 15:20:33,LTC,92.0200,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,1.1535806925e-06,439953.30000000005,⚖️ Chưa rõ ràng, | 454ms
2025-10-19 15:20:39,LINEA,0.0181,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,5e-05,2573983.0,⚖️ Chưa rõ ràng, | 423ms
2025-10-19 15:20:39,SOL,186.9400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,1.50,-0.20,-0.50,1.58752532435e-05,2342219.250000002,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 15:20:40,BNB,1090.3600,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,3.1320197581e-05,9964617.0,⚖️ Chưa rõ ràng, | 442ms
2025-10-19 15:20:45,ADA,0.6343,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.37805050682e-05,560078.9999999999,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 15:20:46,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-4.90433531191e-05,476287.89999999997,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 15:20:46,BTC,107019.2700,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.33405140943e-05,2298602.470000005,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 15:20:52,ETH,3905.7300,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,-1.50018921675e-05,4929598.380000006,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 15:20:53,LTC,91.8100,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,-0.50,1.80,-0.50,1.1535806925e-06,440136.60000000003,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 15:20:58,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2580556.0,⚖️ Chưa rõ ràng, | 425ms
2025-10-19 15:20:59,SOL,186.6200,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,1.58752532435e-05,2343212.050000002,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 15:20:59,BNB,1088.8400,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,3.1320197581e-05,9968059.0,⚖️ Chưa rõ ràng, | 439ms
2025-10-19 15:21:05,ADA,0.6334,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.37805050682e-05,560882.6,⚖️ Chưa rõ ràng, | 424ms
2025-10-19 15:21:05,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-4.90433531191e-05,476811.39999999997,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 15:21:07,BTC,107006.5300,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.33405140943e-05,2298623.7900000047,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:21:11,ETH,3906.1700,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,1.50,1.80,0.50,-1.50018921675e-05,4921193.880000007,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:21:12,LTC,91.9400,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,1.1535806925e-06,440606.8000000001,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:21:17,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2580087.0,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 15:21:18,SOL,186.5800,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,1.58248418257e-05,2344417.9600000023,⚖️ Chưa rõ ràng, | 448ms
2025-10-19 15:21:19,BNB,1088.8000,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,3.13119572307e-05,9969404.0,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 15:21:24,ADA,0.6327,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.4324640176e-05,560880.7,⚖️ Chưa rõ ràng, | 417ms
2025-10-19 15:21:24,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.05281414252e-05,478886.1,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:21:30,BTC,106931.6500,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,-1.34770555986e-05,2299392.4900000044,⚖️ Chưa rõ ràng, | 424ms
2025-10-19 15:21:32,ETH,3899.1800,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,0.80,-0.50,-1.51549014183e-05,4929877.680000008,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:21:32,LTC,91.9200,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,1.1033451004e-06,440490.00000000006,⚖️ Chưa rõ ràng, | 422ms
2025-10-19 15:21:38,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2579291.0,⚖️ Chưa rõ ràng, | 439ms
2025-10-19 15:21:38,SOL,186.4200,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,-0.50,-0.20,-0.50,1.58248418257e-05,2345952.970000002,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 15:21:43,BNB,1088.5600,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,3.13119572307e-05,9997543.0,⚖️ Chưa rõ ràng, | 474ms
2025-10-19 15:21:44,ADA,0.6333,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.4324640176e-05,561063.7,⚖️ Chưa rõ ràng, | 416ms
2025-10-19 15:21:45,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.05281414252e-05,478181.39999999997,⚖️ Chưa rõ ràng, | 408ms
2025-10-19 15:21:49,BTC,106986.1700,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.34770555986e-05,2299390.2800000045,⚖️ Chưa rõ ràng, | 439ms
2025-10-19 15:21:51,ETH,3904.3000,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,-1.51549014183e-05,4932365.330000008,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 15:21:55,LTC,91.9900,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,1.1033451004e-06,440353.1000000001,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 15:21:57,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2577211.0,⚖️ Chưa rõ ràng, | 419ms
2025-10-19 15:22:01,SOL,186.7100,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,1.50,-0.20,-0.50,1.58248418257e-05,2346507.1000000024,⚖️ Chưa rõ ràng, | 450ms
2025-10-19 15:22:02,BNB,1089.6700,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,3.13119572307e-05,10011251.0,⚖️ Chưa rõ ràng, | 469ms
2025-10-19 15:22:04,ADA,0.6339,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.4324640176e-05,561031.9999999999,⚖️ Chưa rõ ràng, | 456ms
2025-10-19 15:22:04,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.05281414252e-05,478211.99999999994,⚖️ Chưa rõ ràng, | 415ms
2025-10-19 15:22:08,BTC,107028.0200,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.34770555986e-05,2299370.0300000045,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 15:22:14,ETH,3901.9200,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,-1.44752613684e-05,4952525.3300000075,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 15:22:15,LTC,91.9400,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,6.968121962e-07,440839.9,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 15:22:21,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2583241.0,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 15:22:21,SOL,186.7000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,1.50,-0.20,-0.50,1.533233591e-05,2346433.8100000024,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 15:22:22,BNB,1089.0600,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,3.02459461418e-05,10006374.0,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 15:22:24,ADA,0.6338,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.46308772107e-05,560951.1,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 15:22:28,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.38335847271e-05,477878.3,⚖️ Chưa rõ ràng, | 436ms
2025-10-19 15:22:28,BTC,107013.8900,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.34346740452e-05,2299713.500000004,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 15:22:34,ETH,3895.9400,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,0.80,-0.50,-1.44752613684e-05,4949212.840000008,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 15:22:35,LTC,91.9500,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,6.968121962e-07,440580.50000000006,⚖️ Chưa rõ ràng, | 570ms
2025-10-19 15:22:40,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2581726.0,⚖️ Chưa rõ ràng, | 449ms
2025-10-19 15:22:41,SOL,186.3600,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,-0.50,-0.20,-0.50,1.533233591e-05,2346029.1600000025,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 15:22:41,BNB,1086.9000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,3.02459461418e-05,10009846.0,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 15:22:47,ADA,0.6318,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,-1.46308772107e-05,562037.5,⚖️ Chưa rõ ràng, | 426ms
2025-10-19 15:22:47,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,1.50,0.80,-0.50,-5.38335847271e-05,480426.1,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 15:22:48,BTC,106894.8800,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,-1.34346740452e-05,2299075.0500000045,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 15:22:53,ETH,3881.5000,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *Long→Short*,⚖️ Trung tính,-0.50,-1.20,-0.50,-1.44752613684e-05,4943397.970000008,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 15:22:54,LTC,91.8300,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,-0.50,1.80,-0.50,6.968121962e-07,440789.50000000006,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 15:23:00,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2587834.0,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 15:23:00,SOL,186.3800,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,-0.50,-0.20,-0.50,1.533233591e-05,2348702.2900000024,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 15:23:01,BNB,1088.1700,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,3.02459461418e-05,10017817.0,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 15:23:06,ADA,0.6325,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.58306690596e-05,562028.0,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 15:23:07,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.59150495212e-05,479365.6,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 15:23:07,BTC,106896.1200,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,-1.32740721329e-05,2299445.3700000043,⚖️ Chưa rõ ràng, | 443ms
2025-10-19 15:23:13,ETH,3889.3000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,0.80,-0.50,-1.48721637378e-05,4928382.360000008,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 15:23:13,LTC,91.9200,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,3.595138845e-07,442401.9,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 15:23:19,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2594663.0,⚖️ Chưa rõ ràng, | 425ms
2025-10-19 15:23:19,SOL,186.1300,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,-0.50,-0.20,-0.50,1.46149880673e-05,2344085.590000002,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 15:23:20,BNB,1086.8000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.96635023352e-05,10019012.0,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:23:26,ADA,0.6328,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.58306690596e-05,561209.7,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 15:23:26,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.59150495212e-05,477891.2,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 15:23:26,BTC,106923.5900,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,-1.32740721329e-05,2299439.6300000045,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:23:32,ETH,3892.8500,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,0.80,-0.50,-1.48721637378e-05,4935374.720000008,⚖️ Chưa rõ ràng, | 425ms
2025-10-19 15:23:33,LTC,91.9700,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,3.595138845e-07,442392.20000000007,⚖️ Chưa rõ ràng, | 422ms
2025-10-19 15:23:38,LINEA,0.0180,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2597875.0,⚖️ Chưa rõ ràng, | 436ms
2025-10-19 15:23:39,SOL,186.2400,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,-0.50,-0.20,-0.50,1.46149880673e-05,2343944.6700000023,⚖️ Chưa rõ ràng, | 450ms
2025-10-19 15:23:39,BNB,1087.6900,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,2.96635023352e-05,10017949.0,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 15:23:45,ADA,0.6327,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.58306690596e-05,561001.5,⚖️ Chưa rõ ràng, | 459ms
2025-10-19 15:23:46,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.59150495212e-05,478264.5,⚖️ Chưa rõ ràng, | 425ms
2025-10-19 15:23:47,BTC,106890.8800,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,-1.32740721329e-05,2299922.1800000044,⚖️ Chưa rõ ràng, | 422ms
2025-10-19 15:23:51,ETH,3891.2900,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,0.80,-0.50,-1.48721637378e-05,4941695.910000008,⚖️ Chưa rõ ràng, | 445ms
2025-10-19 15:23:52,LTC,91.9500,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,3.595138845e-07,442402.30000000005,⚖️ Chưa rõ ràng, | 422ms
2025-10-19 15:23:58,LINEA,0.0179,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2598386.0,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 15:23:58,SOL,186.1400,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,-0.50,-0.20,-0.50,1.46149880673e-05,2342027.260000002,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 15:23:59,BNB,1087.1600,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,2.96635023352e-05,10019568.0,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:24:04,ADA,0.6326,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-1.58306690596e-05,561140.2,⚖️ Chưa rõ ràng, | 446ms
2025-10-19 15:24:04,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,2.30,0.80,-0.50,-5.59150495212e-05,478004.6,⚖️ Chưa rõ ràng, | 436ms
2025-10-19 15:24:06,BTC,106873.0400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.32740721329e-05,2300035.2200000044,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 15:24:11,ETH,3890.3700,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,0.80,-0.50,-1.48721637378e-05,4942756.420000007,⚖️ Chưa rõ ràng, | 440ms
2025-10-19 15:24:12,LTC,91.9400,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,3.595138845e-07,442392.60000000003,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 15:24:17,LINEA,0.0179,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,5e-05,2601389.0,⚖️ Chưa rõ ràng, | 450ms
2025-10-19 15:24:18,SOL,186.0500,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,-1.50,-0.20,-0.50,1.38958821924e-05,2341869.2600000016,⚖️ Chưa rõ ràng, | 442ms
2025-10-19 15:24:19,BNB,1086.5100,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.96582359903e-05,10016564.0,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 15:24:24,ADA,0.6316,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,0.50,-1.20,-0.50,-1.76842639824e-05,561120.7,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 15:24:24,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,1.50,0.80,-0.50,-5.79907752504e-05,477792.69999999995,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 15:24:30,BTC,106754.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.36554499795e-05,2301311.6600000043,⚖️ Chưa rõ ràng, | 435ms
